track_id,genre,split
4099,International,training
4100,International,training
4101,International,training
4102,International,training
4103,International,training
4105,Rock,test
4110,Rock,test
4111,Rock,test
4119,Rock,training
4126,Rock,training
4133,Rock,training
4158,Rock,training
4160,Rock,training
4172,Rock,training
4181,Rock,training
4194,Rock,training
4195,Rock,training
4197,Rock,training
4198,Rock,training
4217,Rock,training
4232,International,training
4233,International,training
4234,International,training
4235,International,training
4236,International,training
4239,International,training
4284,Rock,training
4298,Rock,training
4299,Rock,training
4311,Rock,training
4316,Rock,training
4333,Rock,training
4363,Rock,training
4391,Rock,training
4394,Rock,training
4400,Rock,training
4408,Rock,training
4409,Rock,training
4444,Folk,training
4445,Folk,training
4446,Folk,training
4450,Folk,training
4469,Rock,training
4499,Rock,training
4501,Rock,test
4507,International,training
4508,International,training
4509,International,training
4510,International,training
4511,International,training
4520,Electronic,training
4521,Electronic,training
4522,Electronic,training
4682,Hip-Hop,training
4683,Hip-Hop,training
4684,Hip-Hop,training
4685,Hip-Hop,training
4686,Hip-Hop,training
4687,Hip-Hop,training
4688,Hip-Hop,training
4692,Electronic,training
4699,Electronic,training
4700,Electronic,training
4701,Electronic,training
4702,Electronic,training
4703,Jazz,training
4704,Jazz,training
4705,Jazz,training
4708,Electronic,test
4709,Rock,training
4737,Country,validation
4738,Country,validation
4739,Country,validation
4740,Country,validation
4741,Country,validation
4742,Country,validation
4743,Country,validation
4744,Country,validation
4745,Country,validation
4746,Country,validation
4747,Country,validation
4748,Country,validation
4749,Country,validation
4750,Country,validation
4752,Rock,training
4754,Experimental,training
4755,Experimental,training
4756,Experimental,training
4757,Experimental,training
4761,Rock,training
4763,Rock,training
4765,Rock,training
4769,Rock,training
4771,Rock,training
4778,Rock,training
4781,Rock,training
4787,Rock,training
4798,Rock,training
4799,Rock,training
4835,Rock,training
4837,Rock,training
4838,Rock,training
4846,International,training
4848,International,training
4849,International,training
4850,Classical,validation
4851,Classical,validation
5003,Rock,training
5007,Rock,training
5009,Old-Time / Historic,training
5012,Old-Time / Historic,training
5013,Old-Time / Historic,training
5014,Old-Time / Historic,training
5015,Old-Time / Historic,training
5016,Old-Time / Historic,training
5017,Old-Time / Historic,training
5018,Old-Time / Historic,training
5019,Old-Time / Historic,training
5020,Old-Time / Historic,training
5021,Old-Time / Historic,training
5022,Old-Time / Historic,training
5023,Old-Time / Historic,training
5024,Old-Time / Historic,training
5026,Old-Time / Historic,training
5029,Old-Time / Historic,training
5030,Old-Time / Historic,test
5031,Old-Time / Historic,training
5032,Old-Time / Historic,training
5033,Old-Time / Historic,training
5034,Old-Time / Historic,validation
5036,Old-Time / Historic,validation
5038,Old-Time / Historic,test
5043,Old-Time / Historic,training
5044,Old-Time / Historic,training
5079,Rock,test
5104,Rock,training
5106,Jazz,training
5107,Jazz,training
5119,Jazz,training
5120,Jazz,training
5140,Folk,training
5141,Folk,training
5148,Rock,training
5151,Rock,training
5152,Rock,training
5156,Folk,training
5157,Folk,training
5158,Folk,training
5159,Folk,training
5169,Folk,training
5170,Folk,training
5171,Folk,training
5178,Pop,validation
5191,Pop,validation
5196,Pop,validation
5220,Rock,training
5222,Rock,training
5223,Rock,training
5224,Rock,training
5227,Rock,training
5237,Rock,validation
5238,Rock,validation
5239,Rock,validation
5240,Rock,validation
5244,Rock,validation
5246,Rock,validation
5264,Hip-Hop,training
5265,Hip-Hop,training
5267,Hip-Hop,training
5268,Hip-Hop,training
5269,Hip-Hop,training
5270,Hip-Hop,training
5273,Rock,training
5275,Rock,test
5284,Rock,training
5320,Electronic,validation
5321,Electronic,validation
5340,Electronic,training
5341,Electronic,training
5342,Electronic,training
5344,Electronic,training
5345,Electronic,training
5346,Electronic,training
5371,Electronic,training
5376,Folk,training
5377,Folk,training
5378,Folk,training
5379,Folk,training
5380,Folk,training
5381,Folk,training
5477,Rock,test
5510,Rock,test
5521,Experimental,training
5531,Experimental,training
5533,Experimental,training
5534,Experimental,training
5535,Experimental,training
5573,Rock,test
5601,Rock,test
5879,Folk,training
5936,Folk,training
5939,Folk,training
5940,Folk,training
6275,Rock,training
6329,International,training
6330,International,training
6331,International,validation
6332,International,training
6333,International,validation
6342,International,training
6354,International,training
6357,International,training
6358,International,validation
6360,International,training
6363,International,validation
6366,International,training
6367,International,training
6368,International,validation
6370,International,training
6372,International,validation
6373,International,training
6376,International,validation
6379,International,training
6380,International,validation
6381,International,training
6382,International,training
6383,International,training
6385,International,validation
6387,International,training
6389,International,training
6390,International,validation
6393,International,training
6394,International,training
6396,International,training
6406,Folk,training
6407,Folk,training
6439,Hip-Hop,training
6440,Hip-Hop,training
6442,Hip-Hop,training
6443,Hip-Hop,training
6448,Hip-Hop,training
6459,International,training
6460,Folk,validation
6461,Folk,validation
6463,Folk,validation
6464,Folk,validation
6465,Folk,validation
6466,Folk,validation
6467,Folk,validation
6469,International,training
6517,Rock,training
6520,Rock,training
6523,Spoken,training
6525,Rock,training
6527,Rock,training
6528,Rock,training
6530,Rock,training
6532,Rock,training
6537,Rock,training
6584,Spoken,training
6592,Spoken,training
6593,Rock,validation
6595,Rock,validation
6596,Rock,validation
6600,Rock,validation
6603,Hip-Hop,training
6605,Hip-Hop,training
6606,Hip-Hop,training
6607,Hip-Hop,training
6608,Hip-Hop,training
6609,Hip-Hop,training
6610,Hip-Hop,training
6611,Hip-Hop,training
6630,Rock,training
6631,Rock,training
6632,Rock,training
6637,Jazz,training
6640,Jazz,training
6654,Electronic,training
6655,Electronic,training
6656,Electronic,training
6657,Electronic,training
6660,Electronic,training
6661,Electronic,training
6664,Electronic,training
6666,Electronic,training
6669,Rock,training
6671,Rock,training
6674,Experimental,training
6675,Experimental,training
6677,Experimental,training
6679,Experimental,training
6680,Experimental,training
6684,Experimental,training
6718,Rock,training
6719,Rock,training
6752,Electronic,training
6753,Electronic,training
6755,Electronic,training
6759,Electronic,training
6760,Electronic,training
6761,Electronic,training
6762,Folk,validation
6765,Electronic,training
6770,Electronic,training
6778,Rock,training
6779,Folk,validation
6780,Folk,validation
6781,Folk,validation
6782,Folk,validation
6783,Folk,validation
6784,Folk,validation
6785,Folk,validation
6787,Folk,validation
6802,International,training
6803,International,training
6832,Rock,training
6854,Folk,training
6855,Folk,training
6856,Folk,training
6857,Folk,training
6859,Folk,training
6880,Spoken,training
7011,Electronic,validation
7012,Electronic,validation
7013,Electronic,validation
7015,Electronic,validation
7121,Folk,training
7123,Folk,training
7192,Rock,validation
7194,Rock,validation
7199,Rock,test
7201,Rock,test
7205,Rock,test
7211,Rock,training
7213,Rock,training
7373,Experimental,test
7374,Experimental,test
7375,Experimental,test
7376,Experimental,test
7377,Experimental,test
7378,Experimental,test
7379,Experimental,test
7381,Experimental,test
7383,Experimental,test
7385,Experimental,test
7386,Experimental,test
7388,Experimental,test
7391,Experimental,test
7393,Experimental,test
7450,Rock,training
7455,Rock,training
7456,Rock,training
7460,Rock,training
7481,Hip-Hop,training
7482,Hip-Hop,training
7483,Hip-Hop,training
7484,Hip-Hop,training
7485,Hip-Hop,training
7487,Hip-Hop,training
7488,Hip-Hop,training
7489,Hip-Hop,training
7490,Hip-Hop,training
7491,Hip-Hop,training
7492,Hip-Hop,training
7494,Rock,training
7495,Rock,training
7498,Rock,training
7526,Pop,training
7527,Pop,training
7528,Pop,training
7529,Pop,training
7542,Electronic,validation
7543,Electronic,validation
7544,Electronic,validation
7546,Electronic,validation
7548,Experimental,training
7549,Experimental,training
7550,Experimental,training
7551,Experimental,training
7552,Experimental,training
7553,Experimental,training
7554,Experimental,training
7555,Experimental,training
7556,Experimental,training
7709,Folk,training
7710,Folk,training
7711,Folk,training
7712,Folk,training
7713,Folk,training
7714,Folk,training
7777,Rock,training
7779,Rock,training
7780,Rock,training
7849,Rock,validation
7853,Rock,validation
7872,Rock,training
7873,Rock,training
7874,Rock,training
8023,Rock,training
8058,Rock,training
8059,Rock,training
8188,Rock,training
8201,Rock,training
8205,Rock,training
8209,Rock,training
8211,Rock,training
8212,Rock,training
8216,Rock,training
8256,Folk,training
8257,Folk,training
8258,Folk,training
8259,Folk,training
8260,Folk,training
8261,Folk,training
8269,Experimental,training
8270,Experimental,training
8329,Experimental,validation
8331,Experimental,test
8339,Experimental,training
8344,Experimental,test
8345,Experimental,training
8347,Experimental,test
8349,Experimental,training
8357,Experimental,training
8358,Experimental,training
8363,Experimental,training
8364,Experimental,training
8370,Experimental,training
8372,Experimental,training
8375,Experimental,training
8376,Experimental,training
8377,Experimental,training
8378,Experimental,training
8416,Experimental,training
8451,Rock,training
8454,Rock,training
8489,Rock,training
8490,Rock,training
8491,Rock,training
8494,Rock,training
8575,Rock,training
8580,Jazz,validation
8582,Jazz,validation
8584,Jazz,validation
8917,Rock,training
9152,Experimental,training
9155,Experimental,test
9188,Rock,validation
9307,Experimental,training
9476,Experimental,training
9477,Experimental,training
9490,Experimental,training
9491,Rock,training
9492,Rock,training
9493,Rock,training
9505,Experimental,training
9512,International,training
9513,Rock,training
9516,Rock,training
9554,Rock,validation
9556,Rock,validation
9557,Rock,validation
9559,Rock,validation
9561,Rock,validation
9590,Experimental,training
9608,Experimental,training
9640,Rock,training
9654,Rock,training
9656,Rock,training
9658,Rock,training
9659,Rock,training
9662,Rock,training
9663,Rock,training
9664,Rock,training
9677,Experimental,training
9678,Experimental,training
9721,Experimental,training
9735,Rock,training
9747,Jazz,training
9748,Jazz,training
9749,Jazz,training
9750,Jazz,training
9751,Jazz,training
9752,Jazz,training
9753,Jazz,training
9793,Soul-RnB,training
9798,Hip-Hop,training
9811,Soul-RnB,training
9844,Rock,validation
9846,Experimental,training
9847,Experimental,training
9850,Experimental,training
9851,Hip-Hop,training
9852,Hip-Hop,training
9853,Hip-Hop,training
9857,Hip-Hop,training
9866,Rock,training
9875,Hip-Hop,training
9887,Folk,training
9888,Folk,training
9918,Experimental,training
9960,Rock,training
9967,Rock,training
9985,Rock,training
9986,Rock,training
9987,Rock,training
9989,Rock,training
9993,Rock,training
9994,Rock,training
9996,Rock,training
9998,Rock,training
10004,Rock,training
10006,Rock,training
10026,Classical,training
10027,Classical,training
10028,Classical,training
10029,Classical,training
10030,Classical,training
10032,Classical,training
10033,Classical,training
10035,Classical,training
10037,Classical,training
10038,Classical,training
10040,Classical,training
10041,Classical,training
10042,Classical,training
10043,Classical,training
10044,Classical,training
10045,Classical,training
10046,Classical,training
10056,Rock,training
10062,Rock,training
10086,Old-Time / Historic,training
10089,Old-Time / Historic,test
10094,Old-Time / Historic,training
10099,Old-Time / Historic,training
10104,Old-Time / Historic,test
10111,Electronic,test
10118,Electronic,training
10119,Electronic,training
10120,Electronic,training
10125,Electronic,training
10127,Electronic,training
10130,Electronic,test
10148,Rock,training
10151,Rock,training
10160,Rock,training
10165,Rock,training
10180,Rock,training
10186,International,training
10187,Electronic,training
10192,Hip-Hop,training
10214,Rock,training
10230,Instrumental,test
10231,Instrumental,training
10234,Instrumental,training
10239,Instrumental,training
10240,Instrumental,training
10243,Instrumental,training
10246,Instrumental,training
10247,Instrumental,training
10250,Instrumental,test
10277,Instrumental,test
10279,Instrumental,training
10286,Instrumental,training
10287,Instrumental,training
10288,Instrumental,training
10357,Old-Time / Historic,test
10358,Old-Time / Historic,training
10360,Old-Time / Historic,training
10363,Old-Time / Historic,training
10364,Old-Time / Historic,training
10366,Old-Time / Historic,validation
10367,Old-Time / Historic,test
10368,Old-Time / Historic,training
10374,Experimental,training
10375,Experimental,training
10376,Experimental,training
10377,Experimental,training
10381,Folk,test
10382,Folk,test
10383,Folk,test
10384,Folk,test
10385,Folk,test
10386,Folk,test
10387,Folk,test
10388,Folk,test
10389,Folk,test
10426,Experimental,training
10434,Experimental,training
10435,Experimental,training
10437,Experimental,training
10438,Folk,test
10439,Folk,test
10440,Folk,test
10441,Folk,test
10442,Folk,test
10443,Folk,test
10444,Folk,test
10445,Folk,test
10447,Folk,test
10449,Folk,training
10451,Folk,training
10456,Folk,training
10458,Folk,training
10459,Folk,training
10460,Folk,training
10480,Folk,test
10481,Folk,test
10482,Folk,test
10483,Folk,test
10484,Folk,test
10485,Folk,test
10521,Experimental,training
10525,Experimental,training
10527,Experimental,training
10529,Experimental,training
10531,Experimental,validation
10535,Experimental,training
10537,Experimental,training
10541,Experimental,training
10552,Experimental,training
10554,Experimental,training
10556,Experimental,training
10558,Experimental,training
10567,Folk,training
10568,Folk,training
10575,Folk,training
10577,Folk,training
10627,Electronic,validation
10630,Electronic,test
10631,Electronic,test
10666,Hip-Hop,training
10668,Rock,training
10669,Rock,training
10671,Rock,training
10672,Rock,training
10673,Rock,training
10675,Rock,training
10676,Rock,training
10677,Rock,training
10678,Folk,test
10679,Folk,test
10680,Folk,test
10681,Folk,test
10682,Folk,test
10683,Folk,test
10684,Folk,test
10685,Folk,test
10686,Folk,test
10689,Instrumental,validation
10690,Instrumental,validation
10692,Instrumental,validation
10693,Hip-Hop,training
10694,Hip-Hop,training
10695,Hip-Hop,training
10696,Hip-Hop,training
10697,Hip-Hop,training
10698,Hip-Hop,training
10699,Hip-Hop,training
10728,Electronic,training
10737,Jazz,training
10739,Jazz,training
10740,Jazz,training
10741,Jazz,training
10742,Jazz,training
10805,Pop,training
10806,Pop,training
10807,Pop,training
10808,Pop,training
10809,Pop,training
10810,Pop,training
10815,Hip-Hop,training
10833,Rock,training
10879,Rock,test
10881,Rock,test
10930,Rock,training
10933,Rock,training
10936,Rock,training
10937,Rock,training
10942,Hip-Hop,training
10943,Hip-Hop,training
10945,Hip-Hop,training
10947,Hip-Hop,training
10948,Hip-Hop,training
10951,Hip-Hop,training
10952,Hip-Hop,training
10954,Hip-Hop,training
10970,Country,training
10971,Country,training
10979,Rock,training
10980,Rock,training
10983,Experimental,training
10992,Folk,test
10993,Folk,test
11019,Experimental,test
11020,Experimental,test
11036,Rock,training
11037,Rock,training
11039,Rock,training
11059,Folk,test
11081,Rock,training
11198,Pop,training
11199,Pop,training
11200,Pop,test
11204,Hip-Hop,test
11207,Jazz,validation
11209,Country,training
11234,Experimental,training
11237,Experimental,training
11239,Experimental,training
11242,Experimental,training
11246,Rock,training
11257,Pop,training
11259,Pop,training
11261,Pop,training
11266,Electronic,training
11268,Rock,training
11285,Rock,training
11298,Hip-Hop,training
11299,Hip-Hop,training
11304,Rock,training
11306,Rock,training
11319,Jazz,training
11320,Jazz,training
11321,Jazz,training
11333,Experimental,training
11334,Experimental,training
11375,Classical,training
11389,Classical,training
11390,Classical,training
11394,Classical,training
11396,Classical,training
11397,Classical,training
11398,Classical,training
11405,Classical,training
11406,Classical,training
11407,Classical,training
11410,Rock,training
11417,Rock,training
11418,Classical,training
11419,Classical,training
11420,Classical,training
11423,Classical,training
11425,Classical,training
11426,Classical,training
11427,Classical,training
11428,Classical,training
11429,Classical,training
11430,Classical,training
11431,Classical,training
11432,Classical,training
11433,Classical,training
11437,Rock,training
11459,Rock,training
11503,Folk,test
11504,Folk,test
11505,Folk,test
11506,Folk,test
11507,Folk,test
11508,Folk,test
11509,Folk,test
11544,Experimental,training
11608,Electronic,training
11612,Rock,test
11626,Instrumental,training
11627,Instrumental,training
11628,Instrumental,training
11629,Instrumental,training
11631,Instrumental,validation
11632,Instrumental,training
11633,Instrumental,training
11634,Instrumental,training
11635,Instrumental,training
11636,Instrumental,training
11638,Instrumental,training
11639,Instrumental,training
11640,Instrumental,training
11641,Instrumental,training
11643,Instrumental,training
11644,Instrumental,training
11663,Jazz,training
11671,International,training
11672,International,training
11673,International,training
11674,International,training
11675,International,training
11677,International,training
11679,International,training
11681,International,training
11682,International,training
11683,International,training
11695,Classical,training
11696,Classical,training
11712,Rock,training
11715,Classical,training
11716,Classical,training
11719,Classical,training
11720,Classical,training
11721,Classical,training
11722,Classical,training
11723,Rock,training
11724,Rock,training
11733,Classical,training
11734,Classical,training
11737,Classical,training
11738,Classical,training
11748,Classical,training
11750,Classical,training
11752,Classical,training
11753,Classical,training
11757,Classical,training
11758,Classical,training
11763,Hip-Hop,training
11764,Hip-Hop,training
11765,Hip-Hop,training
11766,Hip-Hop,training
11767,Hip-Hop,training
11768,Hip-Hop,training
11769,Hip-Hop,training
11770,Hip-Hop,training
11771,Hip-Hop,training
11772,Hip-Hop,training
11773,Hip-Hop,training
11774,Hip-Hop,training
11775,Hip-Hop,training
11776,Hip-Hop,training
11777,Hip-Hop,training
11778,Hip-Hop,training
11779,Hip-Hop,training
11780,Hip-Hop,training
11781,Hip-Hop,training
11782,Hip-Hop,training
11783,Hip-Hop,training
11784,Hip-Hop,training
11785,Hip-Hop,training
11786,Hip-Hop,training
11787,Hip-Hop,training
11788,Hip-Hop,training
11789,Hip-Hop,training
11790,Hip-Hop,training
11791,Hip-Hop,training
11792,Hip-Hop,training
11793,Hip-Hop,training
11794,Hip-Hop,training
11795,Hip-Hop,training
11796,Hip-Hop,training
11797,Hip-Hop,training
11799,Hip-Hop,training
11803,Hip-Hop,validation
11808,Hip-Hop,training
11812,Hip-Hop,training
11813,Hip-Hop,training
11815,Hip-Hop,training
11816,Hip-Hop,training
11818,Hip-Hop,training
11819,Hip-Hop,training
11824,Hip-Hop,training
11826,Hip-Hop,training
11828,Hip-Hop,training
11829,Hip-Hop,training
11830,Hip-Hop,training
11831,Hip-Hop,training
11832,Hip-Hop,training
11834,Hip-Hop,training
11836,Hip-Hop,training
11837,Hip-Hop,training
11838,Hip-Hop,training
11839,Hip-Hop,training
11840,Hip-Hop,training
11854,Hip-Hop,training
11855,Hip-Hop,training
11856,Hip-Hop,training
11857,Hip-Hop,training
11858,Hip-Hop,training
11859,Hip-Hop,training
11861,Hip-Hop,training
11862,Hip-Hop,training
11863,Hip-Hop,training
11864,Hip-Hop,training
11865,Hip-Hop,training
11866,Hip-Hop,training
11867,Hip-Hop,training
11868,Hip-Hop,training
11869,Hip-Hop,training
11875,Hip-Hop,training
11879,Hip-Hop,training
11880,Hip-Hop,validation
11881,Hip-Hop,validation
11882,Hip-Hop,validation
11883,Hip-Hop,validation
11884,Hip-Hop,validation
11885,Hip-Hop,validation
11886,Hip-Hop,validation
11888,Hip-Hop,validation
11889,Hip-Hop,validation
11890,Hip-Hop,validation
11891,Hip-Hop,validation
11892,Hip-Hop,validation
11893,Hip-Hop,validation
11894,Hip-Hop,validation
11895,Hip-Hop,validation
11896,Hip-Hop,validation
11897,Hip-Hop,validation
11898,Hip-Hop,validation
11899,Hip-Hop,validation
11916,Hip-Hop,training
11917,Hip-Hop,training
11918,Hip-Hop,training
11919,Hip-Hop,training
11920,Hip-Hop,training
11921,Hip-Hop,training
11922,Hip-Hop,training
11934,Electronic,training
11937,Pop,training
11938,Rock,training
11941,Hip-Hop,training
11945,Experimental,validation
11946,Experimental,training
11947,Experimental,training
11948,Experimental,training
11949,Experimental,training
11951,Experimental,training
11954,Rock,training
11976,Hip-Hop,training
12045,Folk,test
12046,Folk,test
12047,Folk,test
12048,Folk,test
12049,Folk,test
12050,Folk,test
12051,Folk,test
12052,Folk,test
12053,Folk,test
12058,Folk,test
12059,Folk,test
12060,Folk,test
12061,Folk,test
12062,Folk,test
12063,Folk,test
12064,Folk,test
12065,Folk,test
12066,Folk,test
12067,Folk,test
12068,Folk,test
12074,Electronic,training
12081,Electronic,training
12083,Electronic,training
12084,Electronic,training
12090,Electronic,training
12109,International,training
12113,Rock,validation
12115,Rock,validation
